S,I,R,mortes,tempo
15.5557,22.0627,32.3816,0.6476,174.6
15.5386,22.0548,32.4066,0.6481,174.7
15.5215,22.0469,32.4317,0.6486,174.8
15.5043,22.0389,32.4568,0.6491,174.9
15.4873,22.0310,32.4818,0.6496,175.0
15.4702,22.0230,32.5068,0.6501,175.1
15.4532,22.0150,32.5319,0.6506,175.2
15.4362,22.0070,32.5569,0.6511,175.3
15.4192,21.9990,32.5819,0.6516,175.4
15.4022,21.9909,32.6069,0.6521,175.5
15.3853,21.9829,32.6319,0.6526,175.6
15.3684,21.9748,32.6569,0.6531,175.7
15.3515,21.9667,32.6818,0.6536,175.8
15.3346,21.9586,32.7068,0.6541,175.9
15.3178,21.9505,32.7317,0.6546,176.0
15.3010,21.9424,32.7567,0.6551,176.1
15.2842,21.9342,32.7816,0.6556,176.2
15.2674,21.9261,32.8065,0.6561,176.3
15.2507,21.9179,32.8315,0.6566,176.4
15.2340,21.9097,32.8564,0.6571,176.5
15.2173,21.9015,32.8813,0.6576,176.6
15.2006,21.8932,32.9062,0.6581,176.7
15.1840,21.8850,32.9310,0.6586,176.8
15.1674,21.8768,32.9559,0.6591,176.9
15.1508,21.8685,32.9808,0.6596,177.0
15.1342,21.8602,33.0056,0.6601,177.1
15.1177,21.8519,33.0305,0.6606,177.2
15.1011,21.8436,33.0553,0.6611,177.3
15.0847,21.8353,33.0801,0.6616,177.4
15.0682,21.8269,33.1049,0.6621,177.5
15.0517,21.8186,33.1297,0.6626,177.6
15.0353,21.8102,33.1545,0.6631,177.7
15.0189,21.8018,33.1793,0.6636,177.8
15.0026,21.7934,33.2041,0.6641,177.9
14.9862,21.7850,33.2288,0.6646,178.0
14.9699,21.7765,33.2536,0.6651,178.1
14.9536,21.7681,33.2783,0.6656,178.2
14.9373,21.7596,33.3031,0.6661,178.3
14.9211,21.7512,33.3278,0.6666,178.4
14.9048,21.7427,33.3525,0.6671,178.5
14.8886,21.7342,33.3772,0.6675,178.6
14.8724,21.7256,33.4019,0.6680,178.7
14.8563,21.7171,33.4266,0.6685,178.8
14.8402,21.7086,33.4513,0.6690,178.9
14.8240,21.7000,33.4760,0.6695,179.0
14.8080,21.6914,33.5006,0.6700,179.1
14.7919,21.6828,33.5253,0.6705,179.2
14.7759,21.6742,33.5499,0.6710,179.3
14.7599,21.6656,33.5745,0.6715,179.4
14.7439,21.6570,33.5992,0.6720,179.5
14.7279,21.6483,33.6238,0.6725,179.6
14.7120,21.6397,33.6484,0.6730,179.7
14.6960,21.6310,33.6730,0.6735,179.8
14.6801,21.6223,33.6975,0.6740,179.9
14.6643,21.6136,33.7221,0.6744,180.0
14.6484,21.6049,33.7467,0.6749,180.1
14.6326,21.5962,33.7712,0.6754,180.2
14.6168,21.5874,33.7958,0.6759,180.3
14.6010,21.5787,33.8203,0.6764,180.4
14.5853,21.5699,33.8448,0.6769,180.5
14.5695,21.5611,33.8693,0.6774,180.6
14.5538,21.5523,33.8938,0.6779,180.7
14.5381,21.5435,33.9183,0.6784,180.8
14.5225,21.5347,33.9428,0.6789,180.9
14.5069,21.5259,33.9673,0.6793,181.0
14.4912,21.5170,33.9917,0.6798,181.1
14.4756,21.5082,34.0162,0.6803,181.2
14.4601,21.4993,34.0406,0.6808,181.3
14.4445,21.4904,34.0651,0.6813,181.4
14.4290,21.4815,34.0895,0.6818,181.5
14.4135,21.4726,34.1139,0.6823,181.6
14.3980,21.4637,34.1383,0.6828,181.7
14.3826,21.4547,34.1627,0.6833,181.8
14.3672,21.4458,34.1871,0.6837,181.9
14.3518,21.4368,34.2114,0.6842,182.0
14.3364,21.4278,34.2358,0.6847,182.1
14.3210,21.4188,34.2601,0.6852,182.2
14.3057,21.4098,34.2845,0.6857,182.3
14.2904,21.4008,34.3088,0.6862,182.4
14.2751,21.3918,34.3331,0.6867,182.5
14.2598,21.3828,34.3574,0.6871,182.6
14.2446,21.3737,34.3817,0.6876,182.7
14.2293,21.3646,34.4060,0.6881,182.8
14.2141,21.3556,34.4303,0.6886,182.9
14.1990,21.3465,34.4546,0.6891,183.0
14.1838,21.3374,34.4788,0.6896,183.1
14.1687,21.3283,34.5031,0.6901,183.2
14.1536,21.3191,34.5273,0.6905,183.3
14.1385,21.3100,34.5515,0.6910,183.4
14.1234,21.3008,34.5758,0.6915,183.5
14.1084,21.2917,34.6000,0.6920,183.6
14.0933,21.2825,34.6242,0.6925,183.7
14.0784,21.2733,34.6483,0.6930,183.8
14.0634,21.2641,34.6725,0.6935,183.9
14.0484,21.2549,34.6967,0.6939,184.0
14.0335,21.2457,34.7208,0.6944,184.1
14.0186,21.2364,34.7450,0.6949,184.2
14.0037,21.2272,34.7691,0.6954,184.3
13.9888,21.2179,34.7932,0.6959,184.4
13.9740,21.2087,34.8173,0.6963,184.5
13.9592,21.1994,34.8414,0.6968,184.6
13.9444,21.1901,34.8655,0.6973,184.7
13.9296,21.1808,34.8896,0.6978,184.8
13.9149,21.1715,34.9137,0.6983,184.9
13.9001,21.1621,34.9377,0.6988,185.0
13.8854,21.1528,34.9618,0.6992,185.1
13.8707,21.1434,34.9858,0.6997,185.2
13.8561,21.1341,35.0098,0.7002,185.3
13.8414,21.1247,35.0339,0.7007,185.4
13.8268,21.1153,35.0579,0.7012,185.5
13.8122,21.1059,35.0819,0.7016,185.6
13.7976,21.0965,35.1059,0.7021,185.7
13.7831,21.0871,35.1298,0.7026,185.8
13.7685,21.0777,35.1538,0.7031,185.9
13.7540,21.0682,35.1777,0.7036,186.0
13.7396,21.0588,35.2017,0.7040,186.1
13.7251,21.0493,35.2256,0.7045,186.2
13.7106,21.0398,35.2495,0.7050,186.3
13.6962,21.0304,35.2734,0.7055,186.4
13.6818,21.0209,35.2973,0.7059,186.5
13.6674,21.0114,35.3212,0.7064,186.6
13.6531,21.0018,35.3451,0.7069,186.7
13.6387,20.9923,35.3690,0.7074,186.8
13.6244,20.9828,35.3928,0.7079,186.9
13.6101,20.9732,35.4167,0.7083,187.0
13.5959,20.9637,35.4405,0.7088,187.1
13.5816,20.9541,35.4643,0.7093,187.2
13.5674,20.9445,35.4881,0.7098,187.3
13.5532,20.9349,35.5119,0.7102,187.4
13.5390,20.9253,35.5357,0.7107,187.5
13.5248,20.9157,35.5595,0.7112,187.6
13.5107,20.9061,35.5833,0.7117,187.7
13.4965,20.8964,35.6070,0.7121,187.8
13.4824,20.8868,35.6308,0.7126,187.9
13.4684,20.8771,35.6545,0.7131,188.0
13.4543,20.8675,35.6782,0.7136,188.1
13.4403,20.8578,35.7019,0.7140,188.2
13.4263,20.8481,35.7256,0.7145,188.3
13.4123,20.8384,35.7493,0.7150,188.4
13.3983,20.8287,35.7730,0.7155,188.5
13.3843,20.8190,35.7967,0.7159,188.6
13.3704,20.8093,35.8203,0.7164,188.7
13.3565,20.7995,35.8440,0.7169,188.8
13.3426,20.7898,35.8676,0.7174,188.9
13.3287,20.7800,35.8913,0.7178,189.0
13.3149,20.7703,35.9149,0.7183,189.1
13.3011,20.7605,35.9385,0.7188,189.2
13.2872,20.7507,35.9621,0.7192,189.3
13.2735,20.7409,35.9856,0.7197,189.4
13.2597,20.7311,36.0092,0.7202,189.5
13.2459,20.7213,36.0328,0.7207,189.6
13.2322,20.7115,36.0563,0.7211,189.7
13.2185,20.7016,36.0798,0.7216,189.8
13.2048,20.6918,36.1034,0.7221,189.9
13.1912,20.6819,36.1269,0.7225,190.0
13.1775,20.6721,36.1504,0.7230,190.1
13.1639,20.6622,36.1739,0.7235,190.2
13.1503,20.6523,36.1974,0.7239,190.3
13.1367,20.6424,36.2208,0.7244,190.4
13.1232,20.6325,36.2443,0.7249,190.5
13.1096,20.6226,36.2677,0.7254,190.6
13.0961,20.6127,36.2912,0.7258,190.7
13.0826,20.6028,36.3146,0.7263,190.8
13.0691,20.5929,36.3380,0.7268,190.9
13.0557,20.5829,36.3614,0.7272,191.0
13.0423,20.5730,36.3848,0.7277,191.1
13.0288,20.5630,36.4082,0.7282,191.2
13.0154,20.5530,36.4315,0.7286,191.3
13.0021,20.5430,36.4549,0.7291,191.4
12.9887,20.5331,36.4782,0.7296,191.5
12.9754,20.5231,36.5016,0.7300,191.6
12.9621,20.5131,36.5249,0.7305,191.7
12.9488,20.5030,36.5482,0.7310,191.8
12.9355,20.4930,36.5715,0.7314,191.9
12.9222,20.4830,36.5948,0.7319,192.0
12.9090,20.4729,36.6181,0.7324,192.1
12.8958,20.4629,36.6413,0.7328,192.2
12.8826,20.4528,36.6646,0.7333,192.3
12.8694,20.4428,36.6878,0.7338,192.4
12.8563,20.4327,36.7111,0.7342,192.5
12.8431,20.4226,36.7343,0.7347,192.6
12.8300,20.4125,36.7575,0.7351,192.7
12.8169,20.4024,36.7807,0.7356,192.8
12.8039,20.3923,36.8039,0.7361,192.9
12.7908,20.3822,36.8270,0.7365,193.0
12.7778,20.3721,36.8502,0.7370,193.1
12.7647,20.3619,36.8734,0.7375,193.2
12.7518,20.3518,36.8965,0.7379,193.3
12.7388,20.3416,36.9196,0.7384,193.4
12.7258,20.3315,36.9427,0.7389,193.5
12.7129,20.3213,36.9659,0.7393,193.6
12.7000,20.3111,36.9889,0.7398,193.7
12.6871,20.3009,37.0120,0.7402,193.8
12.6742,20.2907,37.0351,0.7407,193.9
12.6613,20.2805,37.0582,0.7412,194.0
12.6485,20.2703,37.0812,0.7416,194.1
12.6357,20.2601,37.1042,0.7421,194.2
12.6229,20.2499,37.1273,0.7425,194.3
12.6101,20.2397,37.1503,0.7430,194.4
12.5973,20.2294,37.1733,0.7435,194.5
12.5846,20.2192,37.1962,0.7439,194.6
12.5719,20.2089,37.2192,0.7444,194.7
12.5592,20.1987,37.2422,0.7448,194.8
12.5465,20.1884,37.2651,0.7453,194.9
12.5338,20.1781,37.2881,0.7458,195.0
12.5212,20.1678,37.3110,0.7462,195.1
12.5085,20.1575,37.3339,0.7467,195.2
12.4959,20.1472,37.3568,0.7471,195.3
12.4833,20.1369,37.3797,0.7476,195.4
12.4708,20.1266,37.4026,0.7481,195.5
12.4582,20.1163,37.4255,0.7485,195.6
12.4457,20.1060,37.4483,0.7490,195.7
12.4332,20.0956,37.4712,0.7494,195.8
12.4207,20.0853,37.4940,0.7499,195.9
12.4082,20.0749,37.5169,0.7503,196.0
12.3958,20.0646,37.5397,0.7508,196.1
12.3833,20.0542,37.5625,0.7512,196.2
12.3709,20.0439,37.5853,0.7517,196.3
12.3585,20.0335,37.6080,0.7522,196.4
12.3461,20.0231,37.6308,0.7526,196.5
12.3338,20.0127,37.6536,0.7531,196.6
12.3214,20.0023,37.6763,0.7535,196.7
12.3091,19.9919,37.6990,0.7540,196.8
12.2968,19.9815,37.7217,0.7544,196.9
12.2845,19.9711,37.7444,0.7549,197.0
12.2723,19.9606,37.7671,0.7553,197.1
12.2600,19.9502,37.7898,0.7558,197.2
12.2478,19.9397,37.8125,0.7562,197.3
12.2356,19.9293,37.8352,0.7567,197.4
12.2234,19.9188,37.8578,0.7572,197.5
12.2112,19.9084,37.8804,0.7576,197.6
12.1990,19.8979,37.9031,0.7581,197.7
12.1869,19.8874,37.9257,0.7585,197.8
12.1748,19.8770,37.9483,0.7590,197.9
12.1627,19.8665,37.9709,0.7594,198.0
12.1506,19.8560,37.9934,0.7599,198.1
12.1385,19.8455,38.0160,0.7603,198.2
12.1265,19.8350,38.0386,0.7608,198.3
12.1145,19.8245,38.0611,0.7612,198.4
12.1025,19.8139,38.0836,0.7617,198.5
12.0905,19.8034,38.1061,0.7621,198.6
12.0785,19.7929,38.1286,0.7626,198.7
12.0666,19.7823,38.1511,0.7630,198.8
12.0546,19.7718,38.1736,0.7635,198.9
12.0427,19.7612,38.1961,0.7639,199.0
12.0308,19.7507,38.2185,0.7644,199.1
12.0189,19.7401,38.2410,0.7648,199.2
12.0071,19.7296,38.2634,0.7653,199.3
11.9952,19.7190,38.2858,0.7657,199.4
11.9834,19.7084,38.3082,0.7662,199.5
11.9716,19.6978,38.3306,0.7666,199.6
11.9598,19.6872,38.3530,0.7671,199.7
11.9480,19.6766,38.3754,0.7675,199.8
11.9363,19.6660,38.3978,0.7680,199.9
11.9245,19.6554,38.4201,0.7684,200.0
11.9128,19.6448,38.4424,0.7688,200.1
11.9011,19.6342,38.4648,0.7693,200.2
11.8894,19.6235,38.4871,0.7697,200.3
11.8778,19.6129,38.5094,0.7702,200.4
11.8661,19.6023,38.5317,0.7706,200.5
11.8545,19.5916,38.5539,0.7711,200.6
11.8429,19.5810,38.5762,0.7715,200.7
11.8313,19.5703,38.5984,0.7720,200.8
11.8197,19.5597,38.6207,0.7724,200.9
11.8081,19.5490,38.6429,0.7729,201.0
11.7966,19.5383,38.6651,0.7733,201.1
11.7851,19.5276,38.6873,0.7737,201.2
11.7736,19.5169,38.7095,0.7742,201.3
11.7621,19.5063,38.7317,0.7746,201.4
11.7506,19.4956,38.7539,0.7751,201.5
11.7391,19.4849,38.7760,0.7755,201.6
11.7277,19.4742,38.7982,0.7760,201.7
11.7163,19.4634,38.8203,0.7764,201.8
11.7049,19.4527,38.8424,0.7768,201.9
11.6935,19.4420,38.8645,0.7773,202.0
11.6821,19.4313,38.8866,0.7777,202.1
11.6708,19.4206,38.9087,0.7782,202.2
11.6595,19.4098,38.9308,0.7786,202.3
11.6481,19.3991,38.9528,0.7791,202.4
11.6368,19.3883,38.9749,0.7795,202.5
11.6256,19.3776,38.9969,0.7799,202.6
11.6143,19.3668,39.0189,0.7804,202.7
11.6030,19.3561,39.0409,0.7808,202.8
11.5918,19.3453,39.0629,0.7813,202.9
11.5806,19.3345,39.0849,0.7817,203.0
11.5694,19.3238,39.1069,0.7821,203.1
11.5582,19.3130,39.1288,0.7826,203.2
11.5471,19.3022,39.1508,0.7830,203.3
11.5359,19.2914,39.1727,0.7835,203.4
11.5248,19.2806,39.1946,0.7839,203.5
11.5137,19.2698,39.2165,0.7843,203.6
11.5026,19.2590,39.2384,0.7848,203.7
11.4915,19.2482,39.2603,0.7852,203.8
11.4805,19.2374,39.2822,0.7856,203.9
11.4694,19.2266,39.3041,0.7861,204.0
11.4584,19.2157,39.3259,0.7865,204.1
11.4474,19.2049,39.3477,0.7870,204.2
11.4364,19.1941,39.3696,0.7874,204.3
11.4254,19.1832,39.3914,0.7878,204.4
11.4145,19.1724,39.4132,0.7883,204.5
11.4035,19.1616,39.4350,0.7887,204.6
11.3926,19.1507,39.4567,0.7891,204.7
11.3817,19.1399,39.4785,0.7896,204.8
11.3708,19.1290,39.5003,0.7900,204.9
11.3599,19.1181,39.5220,0.7904,205.0
11.3491,19.1073,39.5437,0.7909,205.1
11.3382,19.0964,39.5654,0.7913,205.2
11.3274,19.0855,39.5871,0.7917,205.3
11.3166,19.0746,39.6088,0.7922,205.4
11.3058,19.0638,39.6305,0.7926,205.5
11.2950,19.0529,39.6522,0.7930,205.6
11.2842,19.0420,39.6738,0.7935,205.7
11.2735,19.0311,39.6954,0.7939,205.8
11.2628,19.0202,39.7171,0.7943,205.9
11.2521,19.0093,39.7387,0.7948,206.0
11.2414,18.9984,39.7603,0.7952,206.1
11.2307,18.9875,39.7819,0.7956,206.2
11.2200,18.9766,39.8034,0.7961,206.3
11.2094,18.9656,39.8250,0.7965,206.4
11.1988,18.9547,39.8466,0.7969,206.5
11.1881,18.9438,39.8681,0.7974,206.6
11.1775,18.9329,39.8896,0.7978,206.7
11.1670,18.9219,39.9111,0.7982,206.8
11.1564,18.9110,39.9326,0.7987,206.9
11.1458,18.9001,39.9541,0.7991,207.0
11.1353,18.8891,39.9756,0.7995,207.1
11.1248,18.8782,39.9971,0.7999,207.2
11.1143,18.8672,40.0185,0.8004,207.3
11.1038,18.8563,40.0400,0.8008,207.4
11.0933,18.8453,40.0614,0.8012,207.5
11.0829,18.8343,40.0828,0.8017,207.6
11.0725,18.8234,40.1042,0.8021,207.7
11.0620,18.8124,40.1256,0.8025,207.8
11.0516,18.8014,40.1470,0.8029,207.9
11.0412,18.7904,40.1684,0.8034,208.0
11.0309,18.7795,40.1897,0.8038,208.1
11.0205,18.7685,40.2110,0.8042,208.2
11.0102,18.7575,40.2324,0.8046,208.3
10.9998,18.7465,40.2537,0.8051,208.4
10.9895,18.7355,40.2750,0.8055,208.5
10.9792,18.7245,40.2963,0.8059,208.6
10.9690,18.7135,40.3176,0.8064,208.7
10.9587,18.7025,40.3388,0.8068,208.8
10.9484,18.6915,40.3601,0.8072,208.9
10.9382,18.6805,40.3813,0.8076,209.0
10.9280,18.6695,40.4025,0.8081,209.1
10.9178,18.6585,40.4238,0.8085,209.2
10.9076,18.6475,40.4450,0.8089,209.3
10.8974,18.6364,40.4662,0.8093,209.4
10.8873,18.6254,40.4873,0.8097,209.5
10.8771,18.6144,40.5085,0.8102,209.6
10.8670,18.6034,40.5296,0.8106,209.7
10.8569,18.5923,40.5508,0.8110,209.8
10.8468,18.5813,40.5719,0.8114,209.9
10.8367,18.5703,40.5930,0.8119,210.0
10.8267,18.5592,40.6141,0.8123,210.1
10.8166,18.5482,40.6352,0.8127,210.2
10.8066,18.5371,40.6563,0.8131,210.3
10.7966,18.5261,40.6774,0.8135,210.4
10.7866,18.5150,40.6984,0.8140,210.5
10.7766,18.5040,40.7195,0.8144,210.6
10.7666,18.4929,40.7405,0.8148,210.7
10.7567,18.4819,40.7615,0.8152,210.8
10.7467,18.4708,40.7825,0.8157,210.9
10.7368,18.4597,40.8035,0.8161,211.0
10.7269,18.4487,40.8245,0.8165,211.1
10.7170,18.4376,40.8454,0.8169,211.2
10.7071,18.4265,40.8664,0.8173,211.3
10.6973,18.4155,40.8873,0.8177,211.4
10.6874,18.4044,40.9082,0.8182,211.5
10.6776,18.3933,40.9292,0.8186,211.6
10.6678,18.3822,40.9501,0.8190,211.7
10.6579,18.3711,40.9710,0.8194,211.8
10.6482,18.3600,40.9918,0.8198,211.9
10.6384,18.3490,41.0127,0.8203,212.0
10.6286,18.3379,41.0335,0.8207,212.1
10.6189,18.3268,41.0544,0.8211,212.2
10.6091,18.3157,41.0752,0.8215,212.3
10.5994,18.3046,41.0960,0.8219,212.4
10.5897,18.2935,41.1168,0.8223,212.5
10.5800,18.2824,41.1376,0.8228,212.6
10.5704,18.2713,41.1584,0.8232,212.7
10.5607,18.2602,41.1791,0.8236,212.8
10.5511,18.2491,41.1999,0.8240,212.9
10.5414,18.2379,41.2206,0.8244,213.0
10.5318,18.2268,41.2414,0.8248,213.1
10.5222,18.2157,41.2621,0.8252,213.2
10.5127,18.2046,41.2828,0.8257,213.3
10.5031,18.1935,41.3035,0.8261,213.4
10.4935,18.1824,41.3241,0.8265,213.5
10.4840,18.1712,41.3448,0.8269,213.6
10.4745,18.1601,41.3654,0.8273,213.7
10.4650,18.1490,41.3861,0.8277,213.8
10.4555,18.1379,41.4067,0.8281,213.9
10.4460,18.1267,41.4273,0.8285,214.0
10.4365,18.1156,41.4479,0.8290,214.1
10.4271,18.1045,41.4685,0.8294,214.2
10.4176,18.0933,41.4891,0.8298,214.3
10.4082,18.0822,41.5096,0.8302,214.4
10.3988,18.0711,41.5302,0.8306,214.5
10.3894,18.0599,41.5507,0.8310,214.6
10.3800,18.0488,41.5712,0.8314,214.7
10.3706,18.0376,41.5918,0.8318,214.8
10.3613,18.0265,41.6122,0.8322,214.9
10.3519,18.0154,41.6327,0.8327,215.0
10.3426,18.0042,41.6532,0.8331,215.1
10.3333,17.9931,41.6737,0.8335,215.2
10.3240,17.9819,41.6941,0.8339,215.3
10.3147,17.9708,41.7145,0.8343,215.4
10.3055,17.9596,41.7350,0.8347,215.5
10.2962,17.9485,41.7554,0.8351,215.6
10.2870,17.9373,41.7758,0.8355,215.7
10.2777,17.9261,41.7962,0.8359,215.8
10.2685,17.9150,41.8165,0.8363,215.9
10.2593,17.9038,41.8369,0.8367,216.0
10.2501,17.8927,41.8572,0.8371,216.1
10.2410,17.8815,41.8776,0.8376,216.2
10.2318,17.8703,41.8979,0.8380,216.3
10.2227,17.8592,41.9182,0.8384,216.4
10.2136,17.8480,41.9385,0.8388,216.5
10.2044,17.8368,41.9588,0.8392,216.6
10.1953,17.8257,41.9790,0.8396,216.7
10.1862,17.8145,41.9993,0.8400,216.8
10.1772,17.8033,42.0195,0.8404,216.9
10.1681,17.7922,42.0398,0.8408,217.0
10.1591,17.7810,42.0600,0.8412,217.1
10.1500,17.7698,42.0802,0.8416,217.2
10.1410,17.7586,42.1004,0.8420,217.3
10.1320,17.7475,42.1206,0.8424,217.4
10.1230,17.7363,42.1407,0.8428,217.5
10.1140,17.7251,42.1609,0.8432,217.6
10.1051,17.7139,42.1810,0.8436,217.7
10.0961,17.7027,42.2011,0.8440,217.8
10.0872,17.6916,42.2213,0.8444,217.9
10.0783,17.6804,42.2414,0.8448,218.0
10.0694,17.6692,42.2615,0.8452,218.1
10.0605,17.6580,42.2815,0.8456,218.2
10.0516,17.6468,42.3016,0.8460,218.3
10.0427,17.6356,42.3217,0.8464,218.4
10.0339,17.6245,42.3417,0.8468,218.5
10.0250,17.6133,42.3617,0.8472,218.6
10.0162,17.6021,42.3817,0.8476,218.7
10.0074,17.5909,42.4017,0.8480,218.8
9.9986,17.5797,42.4217,0.8484,218.9
9.9898,17.5685,42.4417,0.8488,219.0
9.9810,17.5573,42.4617,0.8492,219.1
9.9722,17.5461,42.4816,0.8496,219.2
9.9635,17.5350,42.5016,0.8500,219.3
9.9548,17.5238,42.5215,0.8504,219.4
9.9460,17.5126,42.5414,0.8508,219.5
9.9373,17.5014,42.5613,0.8512,219.6
9.9286,17.4902,42.5812,0.8516,219.7
9.9200,17.4790,42.6011,0.8520,219.8
9.9113,17.4678,42.6209,0.8524,219.9
9.9026,17.4566,42.6408,0.8528,220.0
9.8940,17.4454,42.6606,0.8532,220.1
9.8854,17.4342,42.6804,0.8536,220.2
9.8767,17.4230,42.7003,0.8540,220.3
9.8681,17.4118,42.7201,0.8544,220.4
9.8595,17.4006,42.7398,0.8548,220.5
9.8510,17.3894,42.7596,0.8552,220.6
9.8424,17.3783,42.7794,0.8556,220.7
9.8338,17.3671,42.7991,0.8560,220.8
9.8253,17.3559,42.8189,0.8564,220.9
9.8168,17.3447,42.8386,0.8568,221.0
9.8083,17.3335,42.8583,0.8572,221.1
9.7998,17.3223,42.8780,0.8576,221.2
9.7913,17.3111,42.8977,0.8580,221.3
9.7828,17.2999,42.9173,0.8583,221.4
9.7743,17.2887,42.9370,0.8587,221.5
9.7659,17.2775,42.9566,0.8591,221.6
9.7575,17.2663,42.9763,0.8595,221.7
9.7490,17.2551,42.9959,0.8599,221.8
9.7406,17.2439,43.0155,0.8603,221.9
9.7322,17.2327,43.0351,0.8607,222.0
9.7238,17.2215,43.0547,0.8611,222.1
9.7155,17.2103,43.0742,0.8615,222.2
9.7071,17.1991,43.0938,0.8619,222.3
9.6988,17.1879,43.1133,0.8623,222.4
9.6904,17.1767,43.1329,0.8627,222.5
9.6821,17.1655,43.1524,0.8630,222.6
9.6738,17.1543,43.1719,0.8634,222.7
9.6655,17.1431,43.1914,0.8638,222.8
9.6572,17.1319,43.2109,0.8642,222.9
9.6489,17.1207,43.2303,0.8646,223.0
9.6407,17.1095,43.2498,0.8650,223.1
9.6324,17.0983,43.2692,0.8654,223.2
9.6242,17.0872,43.2887,0.8658,223.3
9.6160,17.0760,43.3081,0.8662,223.4
9.6078,17.0648,43.3275,0.8665,223.5
9.5996,17.0536,43.3469,0.8669,223.6
9.5914,17.0424,43.3663,0.8673,223.7
9.5832,17.0312,43.3856,0.8677,223.8
9.5750,17.0200,43.4050,0.8681,223.9
9.5669,17.0088,43.4243,0.8685,224.0
9.5588,16.9976,43.4437,0.8689,224.1
9.5506,16.9864,43.4630,0.8693,224.2
9.5425,16.9752,43.4823,0.8696,224.3
9.5344,16.9640,43.5016,0.8700,224.4
9.5263,16.9528,43.5208,0.8704,224.5
9.5183,16.9417,43.5401,0.8708,224.6
9.5102,16.9305,43.5594,0.8712,224.7
9.5021,16.9193,43.5786,0.8716,224.8
9.4941,16.9081,43.5978,0.8720,224.9
9.4861,16.8969,43.6170,0.8723,225.0
9.4781,16.8857,43.6362,0.8727,225.1
9.4701,16.8745,43.6554,0.8731,225.2
9.4621,16.8633,43.6746,0.8735,225.3
9.4541,16.8522,43.6938,0.8739,225.4
9.4461,16.8410,43.7129,0.8743,225.5
9.4382,16.8298,43.7320,0.8746,225.6
9.4302,16.8186,43.7512,0.8750,225.7
9.4223,16.8074,43.7703,0.8754,225.8
9.4144,16.7962,43.7894,0.8758,225.9
9.4065,16.7851,43.8085,0.8762,226.0
9.3986,16.7739,43.8275,0.8766,226.1
9.3907,16.7627,43.8466,0.8769,226.2
9.3828,16.7515,43.8656,0.8773,226.3
9.3750,16.7403,43.8847,0.8777,226.4
9.3671,16.7292,43.9037,0.8781,226.5
9.3593,16.7180,43.9227,0.8785,226.6
9.3515,16.7068,43.9417,0.8788,226.7
9.3437,16.6957,43.9607,0.8792,226.8
9.3359,16.6845,43.9797,0.8796,226.9
9.3281,16.6733,43.9986,0.8800,227.0
9.3203,16.6621,44.0176,0.8804,227.1
9.3125,16.6510,44.0365,0.8807,227.2
9.3048,16.6398,44.0554,0.8811,227.3
9.2970,16.6286,44.0743,0.8815,227.4
9.2893,16.6175,44.0932,0.8819,227.5
9.2816,16.6063,44.1121,0.8822,227.6
9.2739,16.5951,44.1310,0.8826,227.7
9.2662,16.5840,44.1498,0.8830,227.8
9.2585,16.5728,44.1687,0.8834,227.9
9.2508,16.5616,44.1875,0.8838,228.0
9.2432,16.5505,44.2063,0.8841,228.1
9.2355,16.5393,44.2252,0.8845,228.2
9.2279,16.5282,44.2439,0.8849,228.3
9.2203,16.5170,44.2627,0.8853,228.4
9.2126,16.5059,44.2815,0.8856,228.5
9.2050,16.4947,44.3003,0.8860,228.6
9.1974,16.4836,44.3190,0.8864,228.7
9.1899,16.4724,44.3377,0.8868,228.8
9.1823,16.4613,44.3565,0.8871,228.9
9.1747,16.4501,44.3752,0.8875,229.0
9.1672,16.4390,44.3939,0.8879,229.1
9.1597,16.4278,44.4125,0.8883,229.2
9.1521,16.4167,44.4312,0.8886,229.3
9.1446,16.4055,44.4499,0.8890,229.4
9.1371,16.3944,44.4685,0.8894,229.5
9.1296,16.3832,44.4871,0.8897,229.6
9.1222,16.3721,44.5057,0.8901,229.7
9.1147,16.3610,44.5243,0.8905,229.8
9.1072,16.3498,44.5429,0.8909,229.9
9.0998,16.3387,44.5615,0.8912,230.0
9.0923,16.3276,44.5801,0.8916,230.1
9.0849,16.3164,44.5986,0.8920,230.2
9.0775,16.3053,44.6172,0.8923,230.3
9.0701,16.2942,44.6357,0.8927,230.4
9.0627,16.2831,44.6542,0.8931,230.5
9.0553,16.2719,44.6727,0.8935,230.6
9.0480,16.2608,44.6912,0.8938,230.7
9.0406,16.2497,44.7097,0.8942,230.8
9.0333,16.2386,44.7282,0.8946,230.9
9.0259,16.2274,44.7466,0.8949,231.0
9.0186,16.2163,44.7651,0.8953,231.1
9.0113,16.2052,44.7835,0.8957,231.2
9.0040,16.1941,44.8019,0.8960,231.3
8.9967,16.1830,44.8203,0.8964,231.4
8.9894,16.1719,44.8387,0.8968,231.5
8.9822,16.1608,44.8571,0.8971,231.6
8.9749,16.1497,44.8754,0.8975,231.7
8.9677,16.1386,44.8938,0.8979,231.8
8.9604,16.1275,44.9121,0.8982,231.9
8.9532,16.1164,44.9305,0.8986,232.0
8.9460,16.1053,44.9488,0.8990,232.1
8.9388,16.0942,44.9671,0.8993,232.2
8.9316,16.0831,44.9854,0.8997,232.3
8.9244,16.0720,45.0036,0.9001,232.4
8.9172,16.0609,45.0219,0.9004,232.5
8.9101,16.0498,45.0401,0.9008,232.6
8.9029,16.0387,45.0584,0.9012,232.7
